ID,StartDate,EndDate,Status,Progress,Duration__in_seconds_,Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Consent,Class,Break_Condition,Pre_Stress,Pre_PANAS_1,Pre_PANAS_2,Pre_PANAS_3,Pre_PANAS_4,Pre_PANAS_5,Pre_PANAS_6,Pre_PANAS_7,Pre_PANAS_8,Pre_PANAS_9,Pre_PANAS_10,Pre_PANAS_11,Pre_PANAS_12,Pre_PANAS_13,Pre_PANAS_14,Pre_PANAS_15,Pre_PANAS_16,Pre_PANAS_17,Pre_PANAS_18,Pre_PANAS_19,Pre_PANAS_20,Break_Condition_3,Break_Condition_5,Break_Condition_6,Break_Condition_7,Break_Condition_1,Break_Condition_2,Break_Condition_4,Break_Condition_8,Break_Condition_8_TEXT,Post_Stress,Post_PANAS_1,Post_PANAS_2,Post_PANAS_3,Post_PANAS_4,Post_PANAS_5,Post_PANAS_6,Post_PANAS_7,Post_PANAS_8,Post_PANAS_9,Post_PANAS_10,Post_PANAS_11,Post_PANAS_12,Post_PANAS_13,Post_PANAS_14,Post_PANAS_15,Post_PANAS_16,Post_PANAS_17,Post_PANAS_18,Post_PANAS_19,Post_PANAS_20,Usual_Break_3,Usual_Break_5,Usual_Break_6,Usual_Break_7,Usual_Break_1,Usual_Break_2,Usual_Break_4,Usual_Break_8,Usual_Break_8_TEXT,Importance_1,Importance_2,Gender,Gender_7_TEXT,Ethnic_ID,Ethnic_ID_8_TEXT,Open_End,SC0,Pre_PANAS_PosAfSum,Pre_PANAS_NegAfSum,Post_PANAS_PosAfSum,Post_PANAS_NegAfSum,filter_$
11,10/22/2024 9:53:50,10/22/2024 10:13:04,0,100,1154,1,10/22/2024 10:13:05,R_38rpofCm4ukrfnr,qr,EN,1,11,3,3,3,2,1,1,2,2,2,1,2,2,2,2,2,2,2,3,2,1,1,2, , ,1, ,1,1,1, , ,2,2,1,2,1,2,2,1,1,2,3,1,2,1,2,1,2,2,1,2,1,1, ,1,1, , , , , ,13,13,1, ,1, , ,130,20,17,21,11,1
12,10/22/2024 9:54:24,10/22/2024 10:13:15,0,100,1130,1,10/22/2024 10:13:15,R_12PuC4GCggyZzGq,qr,EN,1,11,3,3,1,2,2,1,2,1,1,2,1,1,1,3,1,4,1,4,3,1,2,1,1, , , , , , , , ,1,1,1,1,1,1,1,1,1,2,1,1,3,1,3,1,3,3,1,3,1, ,1,1, , ,1, , , ,14,11,1, ,1, , ,103,23,12,21,10,1
13,10/22/2024 9:53:48,10/22/2024 10:13:33,0,100,1184,1,10/22/2024 10:13:34,R_7JJYLE0YySUiFdJ,qr,EN,1,11,3,3,2,1,1,4,2,1,1,1,1,4,2,3,1,2,2,2,2,1,1,1,1, , , , ,1, , , ,2,2,2,1,3,1,1,1,1,1,3,2,2,1,2,2,2,2,1,1,1,1, ,1, , , , , , ,13,12,1, ,1, , ,109,20,15,17,15,1
14,10/22/2024 9:53:49,10/22/2024 10:14:32,0,100,1243,1,10/22/2024 10:14:33,R_6dNfgyGNuHcBhr4,qr,EN,1,11,3,4,4,3,1,2,1,5,4,1,1,2,3,2,3,2,4,2,2,3,3,4, , ,1, , ,1,1, , ,3,4,2,1,1,2,3,2,1,1,2,2,3,1,1,1,2,3,1,2,1,1, ,1, , , ,1, , ,12,4,1, ,1, , ,162,20,32,21,15,1
17,10/22/2024 11:23:48,10/22/2024 11:31:58,0,100,489,1,10/22/2024 11:31:58,R_3FF0oWFA1naovfU,qr,EN,1,9,1,1,4,2,3,1,4,1,2,1,3,3,1,3,1,4,1,4,2,2,3,1, , , , ,1,1,1, , ,1,5,1,5,1,5,3,1,1,5,5,1,5,1,5,2,3,3,5,5,1,1, , , ,1,1,1, , ,11,11,2, ,4, , ,173,33,13,46,17,0
18,10/22/2024 11:23:44,10/22/2024 11:36:58,0,100,794,1,10/22/2024 11:36:59,R_6t2UOLRrhYQDpZR,qr,EN,1,9,1,3,2,2,2,1,1,1,1,1,2,1,1,2,1,1,1,1,2,2,1,1, ,1, , , , , , , ,2,2,2,2,1,1,1,1,1,1,1,1,3,1,1,1,2,3,2,2,1, , ,1, , , , , , ,12,12,1, ,1, , ,109,15,12,18,12,0
19,10/22/2024 11:23:22,10/22/2024 11:37:09,0,100,826,1,10/22/2024 11:37:10,R_7qCdbGAC146LBK5,qr,EN,1,9,1,4,2,1,2,4,3,1,4,1,2,4,1,1,1,2,3,3,2,4,2,2, ,1,1, , , , , , ,3,3,2,2,2,1,1,2,1,2,4,1,2,1,2,2,2,2,2,2,2,1, ,1, ,1, ,1, , ,13,12,1, ,1, , ,135,23,22,22,16,0
20,10/22/2024 11:23:30,10/22/2024 11:37:16,0,100,825,1,10/22/2024 11:37:17,R_6KBF0TaIq6P7bvE,qr,EN,1,9,1,3,2,3,1,1,1,1,1,1,1,1,2,2,1,1,2,1,2,1,1,1, , ,1, , , , , , ,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1, , ,1, , , , , , ,11,11,1, ,1, , ,84,13,14,12,13,0
21,10/22/2024 11:23:25,10/22/2024 11:37:29,0,100,844,1,10/22/2024 11:37:30,R_6BfhQdEaLScvDCw,qr,EN,1,9,1,5,3,5,3,5,4,2,3,1,2,1,2,4,2,1,5,3,4,5,4,5, , ,1,1, , , , , ,4,4,4,2,4,3,1,4,1,2,2,1,3,1,1,5,2,3,4,2,4,1, ,1,1, , , , , ,12,12,3, ,2, , ,167,29,35,24,29,0
22,10/22/2024 11:24:05,10/22/2024 11:37:55,0,100,829,1,10/22/2024 11:37:55,R_7Jn0cSQZaQUWm5i,qr,EN,1,9,1,3,3,3,2,2,2,3,1,1,1,1,3,2,3,2,3,1,3,5,2,2,1, , , , , , ,1,crossword,3,2,3,1,1,2,3,2,1,1,1,2,2,3,2,3,2,2,5,2,2,1, , , , , ,1, , ,4,11,8, ,4, , ,138,19,26,17,25,0
23,10/22/2024 11:23:18,10/22/2024 11:37:59,0,100,881,1,10/22/2024 11:38:00,R_180Bss4pBwCI9DX,qr,EN,1,9,1,4,2,4,2,2,2,4,4,1,2,3,4,2,3,4,3,3,2,3,2,3, ,1,1,1, , , , , ,3,2,4,3,3,2,2,2,2,2,2,1,2,2,3,3,2,1,2,3,2,1,1,1, , , , , , ,12,13,1, ,1, ,Thank you for a much needed break!,146,24,31,22,23,0
24,10/22/2024 11:23:18,10/22/2024 11:37:59,0,100,880,1,10/22/2024 11:38:01,R_5itg7IvxmwQLpIt,qr,EN,1,9,1,2,2,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1, , ,1, , , , ,1,Resting/sleep,2,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1, , , , , , , ,12,12,1, ,2, , ,90,14,11,13,10,0
25,10/22/2024 11:23:21,10/22/2024 11:38:01,0,100,879,1,10/22/2024 11:38:01,R_3rILLN00fXxEx63,qr,EN,1,9,1,3,2,3,1,3,2,1,1,1,2,2,1,3,1,3,4,3,3,4,2,1,1, ,1, , , , , , ,2,3,3,2,2,2,1,1,1,2,3,1,4,1,3,4,3,3,3,2,1,1, ,1,1, , , , , ,13,13,1, ,1, , ,130,23,20,27,18,0
26,10/22/2024 11:23:27,10/22/2024 11:38:17,0,100,890,1,10/22/2024 11:38:17,R_3FaCsXoUoAaTfot,qr,EN,1,9,1,3,4,2,3,1,2,1,1,1,3,3,1,2,1,3,3,3,3,3,2,1, , ,1,1, , , , , ,2,4,1,3,1,2,1,1,1,3,2,1,3,1,2,1,3,3,2,2,1, , ,1,1, , , , , ,11,12,2, ,1, , ,123,28,15,27,11,0
27,10/22/2024 11:23:35,10/22/2024 11:38:19,0,100,883,1,10/22/2024 11:38:20,R_6HBP0tA2o1mM4sw,qr,EN,1,9,1,3,1,3,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,3,1,1, ,1, , , , , , , ,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1, , , ,1, , ,14,2,1, ,3, ,I honestly am not a huge fan of breaks if I'm being entirely honest; I'd rather just keep working and get out of class early if I can.,86,11,16,12,12,0
28,10/22/2024 11:35:49,10/22/2024 11:38:27,0,100,157,1,10/22/2024 11:38:27,R_1E6Srnt8MY2r6s7,qr,EN,1,9,1,5,4,5,2,3,3,4,4,2,1,4,4,2,1,1,5,5,2,5,1,2, , ,1, , , , , , ,5,4,5,2,4,3,2,3,2,1,4,4,2,1,1,4,4,2,5,2,3, ,1,1, , , , , , ,1,14,1, ,6, , ,155,25,35,25,33,0
29,10/22/2024 11:23:20,10/22/2024 11:38:38,0,100,918,1,10/22/2024 11:38:38,R_3trsyHI6wiTsctb,qr,EN,1,9,1,3,3,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,1, , , , ,1, ,1, , ,2,2,1,2,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,1, ,1,1, ,1,1,1, , ,12,13,2, ,3, , ,127,19,13,19,12,0
30,10/22/2024 11:23:23,10/22/2024 11:38:50,0,100,926,1,10/22/2024 11:38:50,R_1l4uU3IbyQkjfWT,qr,EN,1,9,1,4,3,3,2,4,2,1,4,3,2,3,4,3,2,3,4,4,3,5,3,4, ,1,1, , , , , , ,4,2,3,2,3,2,3,4,3,1,3,4,4,3,2,4,3,2,5,3,4,1,1,1, , , , , , ,11,4,2, ,2, , ,163,28,34,24,36,0
31,10/22/2024 11:23:35,10/22/2024 11:38:53,0,100,918,1,10/22/2024 11:38:54,R_1FFFZQDmteWfve9,qr,EN,1,9,1,5,1,3,1,4,2,3,1,3,1,1,3,2,1,1,1,1,2,3,1,1, , , ,1, , , , , ,3,2,3,1,3,1,1,1,3,1,1,3,2,1,1,2,1,2,3,1,1,1, ,1, , ,1,1, , ,13,12,1, ,1, ,This class is very frustrating and exasperating so my data might not be representative of what a break in a regular class does for me.,123,13,23,13,21,0
32,10/22/2024 11:23:36,10/22/2024 11:39:15,0,100,938,1,10/22/2024 11:39:16,R_5LCgWRZQ2rNAUhB,qr,EN,1,9,1,4,2,3,2,3,2,1,1,1,1,1,2,3,1,3,1,3,3,4,1,1,1, ,1, ,1, , , , ,2,3,2,3,1,2,1,1,1,2,1,1,2,1,2,1,3,2,3,3,1,1,1,1, ,1,1, , , ,12,12,1, ,1, ,I enjoyed this facilitated break because I was able to fully relax and enjoy. I also appreciate when professors include breaks in their classes because if I am tired or loosing my attention span then it’s a good way to reset and pay attention to the lecture.,130,21,18,23,13,0
33,10/22/2024 11:23:20,10/22/2024 11:39:17,0,100,956,1,10/22/2024 11:39:17,R_30YsSLpXQFE9dPm,qr,EN,1,9,1,4,3,4,3,3,3,3,1,2,3,1,4,3,2,3,3,2,2,4,3,1, ,1, , , , , , , ,3,3,3,3,3,3,3,1,3,3,2,3,3,1,2,3,2,3,4,3,1,1,1,1, , ,1, , , ,12,12,1, ,1, ,Normally I relax but this time I felt I had to complete an assignment during the break,149,26,27,27,25,0
34,10/22/2024 11:35:14,10/22/2024 11:40:14,0,100,299,1,10/22/2024 11:40:15,R_69rXLG3L5f2p7UC,qr,EN,1,9,1,3,2,3,2,1,1,1,1,1,1,1,3,3,1,1,3,2,2,4,2,2,1,1,1, ,1, , , , ,2,2,2,2,1,1,1,1,1,2,1,2,3,1,2,2,2,3,2,1,1,1,1,1, ,1,1,1, , ,12,12,3, ,2, , ,136,17,20,19,14,0
35,10/22/2024 11:43:15,10/22/2024 12:03:51,0,100,1235,1,10/22/2024 12:03:51,R_7AomdHmJZDlnbNf,qr,EN,1,16,2,3,2,2,1,1,2,1,1,1,3,4,1,1,1,3,3,1,1,1,1,1, , ,1, , , ,1, , ,2,2,2,3,1,2,1,1,1,2,3,1,3,1,2,2,2,2,2,2,1, ,1,1, , , ,1, , ,12,12,1, ,1, , ,127,19,13,23,13,0
36,10/22/2024 11:43:08,10/22/2024 12:04:26,0,100,1277,1,10/22/2024 12:04:27,R_7GcvNOop0fuGq5r,qr,EN,1,16,2,3,3,3,3,2,4,1,1,1,2,2,2,3,1,3,2,4,3,2,2,1,1,1,1, ,1,1,1, , ,2,3,2,3,1,2,1,1,1,2,3,1,3,1,2,1,2,3,1,2,1,1,1, , ,1,1, , , ,13,13,1, ,4, , ,161,29,16,25,11,0
37,10/22/2024 11:43:12,10/22/2024 12:04:34,0,100,1282,1,10/22/2024 12:04:35,R_7Q3zddSVoKIkXIt,qr,EN,1,16,2,3,2,2,1,2,3,4,1,1,2,2,4,1,2,1,4,1,3,2,2,1, ,1, , ,1, ,1, , ,2,3,2,3,1,3,2,1,1,3,2,3,2,2,1,1,2,3,1,2,1,1, ,1, , , ,1, , ,12,12,2, ,4, , ,146,18,23,24,15,0
38,10/22/2024 11:43:16,10/22/2024 12:04:36,0,100,1280,1,10/22/2024 12:04:37,R_3rPkZPuORIScZsP,qr,EN,1,16,2,4,3,1,2,2,2,3,2,1,2,2,3,2,3,2,3,2,3,4,3,2, , , , ,1, ,1, , ,2,2,2,3,2,2,2,1,1,3,3,2,4,2,2,1,3,3,2,2,1, , ,1, , , ,1, , ,12,12,1, ,2, , ,161,23,24,27,16,0
39,10/22/2024 11:43:13,10/22/2024 12:04:41,0,100,1287,1,10/22/2024 12:04:41,R_7IyzrXT6ZnxAe4h,qr,EN,1,16,2,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1,1,1, , , , ,1, , ,1,Ate breakfast,1,2,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,3,1,1,1,1, , , ,1, , ,1,Eating,11,12,1, ,3, , ,111,16,10,16,10,0
40,10/22/2024 11:43:35,10/22/2024 12:04:55,0,100,1280,1,10/22/2024 12:04:56,R_11BC1cMNOmGhBCA,qr,EN,1,16,2,3,3,1,2,1,3,1,1,1,2,3,1,2,1,3,1,3,3,1,2,1, , , , ,1, ,1, , ,2,3,1,3,1,3,1,1,1,4,3,1,3,1,3,1,3,2,1,2,1,1,1,1,1, , ,1, , ,13,12,1, ,1, , ,142,26,10,29,10,0
41,10/22/2024 11:43:07,10/22/2024 12:05:00,0,100,1312,1,10/22/2024 12:05:00,R_3n2zBGdPf53SNDn,qr,EN,1,16,2,1,3,2,3,1,2,1,1,1,2,2,1,2,1,2,1,3,3,1,2,1, , , , ,1,1,1, , ,1,3,1,2,1,3,1,1,1,3,3,1,3,1,3,1,3,4,1,3,1, , , , ,1,1, , , ,12,12,2, ,3, , ,138,24,11,30,10,0
42,10/22/2024 11:43:06,10/22/2024 12:05:07,0,100,1321,1,10/22/2024 12:05:08,R_6YkJxvI8WADqMG5,qr,EN,1,16,2,2,5,1,3,1,3,1,1,1,4,3,1,3,1,3,2,4,4,2,3,1, , , , ,1, ,1, , ,1,4,1,4,1,3,1,1,1,4,3,1,3,1,4,1,4,4,1,4,1,1,1,1, , , ,1, , ,13,13,1, ,1, , ,156,35,12,37,10,0
43,10/22/2024 11:43:07,10/22/2024 12:05:28,0,100,1341,1,10/22/2024 12:05:28,R_378thbkK2Hxvw2w,qr,EN,1,16,2,3,4,3,2,2,2,1,3,1,3,2,4,4,3,3,4,3,3,4,3,3, , , , ,1, ,1, , ,3,4,3,4,1,1,1,2,1,3,3,2,4,1,3,2,2,3,3,3,2,1, ,1, , ,1,1, , ,13,12,1, ,4, , ,176,29,28,30,18,0
44,10/22/2024 11:43:08,10/22/2024 12:05:32,0,100,1344,1,10/22/2024 12:05:33,R_5OIXSng97YUpvTD,qr,EN,1,16,2,3,2,3,4,1,3,1,1,1,4,3,1,3,1,3,2,4,3,2,3,1, , , , ,1,1,1, , ,2,4,3,4,1,4,1,1,1,4,4,1,3,1,4,1,4,4,1,3,1,1, , , ,1,1,1, , ,11,11,1, ,1, , ,168,32,14,38,12,0
45,10/22/2024 11:43:12,10/22/2024 12:06:07,0,100,1374,1,10/22/2024 12:06:07,R_3GUrQkNiPGN6oiU,qr,EN,1,16,2,3,4,3,4,2,3,4,5,2,3,3,2,2,2,4,5,5,3,4,2,4, , , , , , ,1, , ,2,3,3,4,1,4,3,3,1,4,3,1,4,1,4,3,4,3,3,1,3, ,1, , , , , , , ,11,11,1, ,1, ,"Felt really nice, just to be outside feeling the sun hit my face, it was almost a form of meditation",166,33,33,34,22,0
46,10/22/2024 11:43:05,10/22/2024 12:06:42,0,100,1417,1,10/22/2024 12:06:43,R_5hrUGTTNRSuA3aJ,qr,EN,1,16,2,5,4,1,1,2,3,2,2,1,1,3,4,4,3,5,2,1,2,3,2,1, , , , ,1, , , , ,3,2,2,3,5,2,5,2,5,5,2,5,4,2,5,2,5,2,2,2,5, ,1, , , , , , , ,12,4,1, ,1, , ,143,26,21,32,35,0
47,10/22/2024 11:43:04,10/22/2024 12:09:45,0,100,1600,1,10/22/2024 12:09:45,R_1TvIEQ2VpGIdJr5,qr,EN,1,16,2,4,3,3,2,4,4,2,4,2,3,3,4,2,1,2,3,4,3,4,2,4, , , , ,1,1,1, , ,3,3,3,2,3,2,2,4,2,2,3,3,2,1,2,3,3,2,3,2,3,1,1, , , , , , , ,4,12,8, ,7, ,"I think that the task of being forced to go outside, and being asked to do a specific thing, that is being mindful of being outside and aware of your surroundings is in many ways not a reasonable comparison to what a normal break is or does. I would say I support break, but I just found this specific task as a way to measure it confusing. Further, mindfulness is a contention thing in itself, as far as what it is, and thus its effectiveness. I just observed most people standing in small circles and talking. Also I maybe just feel temporarily distracted from my emotions, rather than them changed.",178,28,31,23,27,0
48,10/22/2024 12:55:13,10/22/2024 13:09:39,0,100,866,1,10/22/2024 13:09:40,R_6rNweMEs4Xosi4D,qr,EN,1,12,1,2,2,2,1,1,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1, , , , , , , , ,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1, , , , , ,1, , ,13,4,1, ,2, , ,90,14,12,11,14,0
49,10/22/2024 12:55:15,10/22/2024 13:09:47,0,100,871,1,10/22/2024 13:09:47,R_7PyPaXC0UmUo91j,qr,EN,1,12,1,2,4,2,3,1,4,1,1,1,3,3,2,4,1,3,1,4,4,1,4,1, , , , , , ,1, , ,1,4,2,3,1,4,1,1,4,4,4,2,4,1,4,1,4,4,1,4,1,1, , ,1, , ,1, , ,13,12,1, ,4, , ,154,36,12,39,15,0
50,10/22/2024 12:55:16,10/22/2024 13:09:59,0,100,883,1,10/22/2024 13:10:00,R_6EuIuxC7f4ZZPdu,qr,EN,1,12,1,3,2,1,1,1,2,2,1,1,1,2,3,3,1,1,1,2,2,2,2,1, , , , , , ,1, , ,2,2,2,1,1,2,1,1,1,1,1,2,3,1,1,1,2,2,2,2,1,1, ,1, , ,1,1, , ,13,4,1, ,3, , ,115,18,14,17,13,0
51,10/22/2024 12:55:15,10/22/2024 13:10:03,0,100,888,1,10/22/2024 13:10:04,R_3PRftAWmp1GYmTc,qr,EN,1,12,1,4,3,3,1,2,2,3,3,1,2,3,2,3,1,2,2,2,2,3,2,1, , , , , , ,1, , ,4,2,3,2,2,1,2,2,1,2,2,2,3,2,1,3,1,2,2,2,2,1, ,1, ,1,1,1, , ,2,14,1, ,2, , ,139,22,21,18,21,0
52,10/22/2024 12:55:13,10/22/2024 13:10:04,0,100,891,1,10/22/2024 13:10:05,R_3evx0QnqN0XMxaN,qr,EN,1,12,1,4,2,2,1,1,3,2,1,1,1,3,1,2,1,1,1,1,1,1,1,1, , , , ,1, ,1, , ,3,2,2,2,2,3,2,1,1,1,1,1,1,1,2,1,2,2,2,2,2, , , ,1, , ,1, , ,13,13,1, ,2, , ,120,16,12,18,15,0
53,10/22/2024 12:55:15,10/22/2024 13:10:33,0,100,918,1,10/22/2024 13:10:34,R_7eX2ztwR8FHpjRs,qr,EN,1,12,1,3,3,2,1,1,1,1,1,1,3,3,1,4,1,3,2,3,3,2,3,1,1, ,1, , , ,1, , ,2,4,1,3,1,3,1,1,1,3,4,1,4,1,4,1,3,4,1,3,1,1, ,1, ,1,1,1, , ,12,13,8, ,4, , ,158,27,13,35,10,0
54,10/22/2024 12:55:15,10/22/2024 13:10:52,0,100,937,1,10/22/2024 13:10:53,R_7rDJxZDSuA3u29r,qr,EN,1,12,1,1,2,1,2,1,1,1,1,1,3,3,1,3,1,3,1,3,2,2,2,1,1, ,1, ,1, , ,1,Called a store for products that I will be buying after class.,1,2,1,2,1,2,1,1,1,3,4,1,4,1,4,1,4,3,1,3,1,1, ,1, ,1, , , , ,13,13,1, ,1, , ,132,24,11,31,10,0
55,10/22/2024 12:55:15,10/22/2024 13:11:09,0,100,954,1,10/22/2024 13:11:10,R_7eqt9dcLLkF2JZD,qr,EN,1,12,1,3,3,2,2,3,1,4,3,1,1,1,3,2,1,1,1,2,2,3,2,3,1,1, , ,1,1, , , ,3,2,2,2,2,2,4,4,1,2,1,3,3,1,3,2,3,3,1,3,4,1,1, , , , , , , ,13,12,1, ,4, , ,142,17,24,24,24,0
56,10/22/2024 12:55:19,10/22/2024 13:11:12,0,100,953,1,10/22/2024 13:11:12,R_3Olz8EEZRl4vLfj,qr,EN,1,12,1,3,4,2,3,1,2,1,1,1,2,3,1,3,1,3,2,3,3,1,3,1,1, , , , ,1,1, , ,2,4,1,3,1,3,1,1,1,3,3,1,4,1,4,1,4,4,1,3,1,1, , , , ,1,1, , ,13,12,2, ,1, , ,147,29,12,35,10,0
57,10/22/2024 12:55:17,10/22/2024 13:11:25,0,100,968,1,10/22/2024 13:11:25,R_3iteHTMDkllUiye,qr,EN,1,12,1,3,4,3,3,2,2,4,4,1,2,2,3,3,2,3,3,3,2,3,3,3, ,1,1, , , ,1,1,Discussed project with group members,3,3,2,2,2,2,3,2,1,2,2,2,3,2,3,2,4,3,2,3,2,1,1,1, ,1,1,1, , ,13,13,1, ,6, ,Thank you for conducting this experiment I’m happy to see the results,184,27,28,27,20,0
